법정동코드,주소,새주소-도로명,유무료,경도,위도,법정동명
10300,서울특별시 광진구 구의동 249-6 드림-스페이스,자양로28길,유료,127.077648,37.555295,구의동
10700,서울특별시 광진구 화양동 16-81,군자로5길,유료,127.069443,37.544867,화양동
10700,서울특별시 광진구 화양동 16-93,군자로5길,유료,127.069553,37.544947,화양동
10700,서울특별시 광진구 화양동 16-35,군자로5길,유료,127.069842,37.545087,화양동
10700,서울특별시 광진구 화양동 32-12,능동로13길,유료,127.067637,37.546392,화양동
10700,서울특별시 광진구 화양동 31-35,아차산로21길,유료,127.067004,37.545818,화양동
10700,서울특별시 광진구 화양동 31-50,아차산로21길,유료,127.066871,37.545647,화양동
10700,서울특별시 광진구 화양동 32-12,능동로13길,유료,127.068214,37.545739,화양동
10700,서울특별시 광진구 화양동 24-4,아차산로21길,유료,127.067281,37.546428,화양동
10700,서울특별시 광진구 화양동 24-4,아차산로21길,유료,127.067355,37.546537,화양동
10700,서울특별시 광진구 화양동 31-25,아차산로23길,유료,127.068025,37.545954,화양동
10700,서울특별시 광진구 화양동 31-24,아차산로23길,유료,127.068385,37.545605,화양동
10700,서울특별시 광진구 화양동 32-12,능동로13길,유료,127.067696,37.546347,화양동
10700,서울특별시 광진구 화양동 32-12,능동로13길,유료,127.067592,37.546451,화양동
10700,서울특별시 광진구 화양동 32-12,능동로13길,유료,127.067693,37.546556,화양동
10700,서울특별시 광진구 화양동 32-12,능동로13길,유료,127.067609,37.54657,화양동
10700,서울특별시 광진구 화양동 32-12,능동로13길,유료,127.067819,37.546485,화양동
10700,서울특별시 광진구 화양동 32-12,능동로13길,유료,127.067561,37.546488,화양동
10700,서울특별시 광진구 화양동 32-12,능동로13길,유료,127.067783,37.546267,화양동
10700,서울특별시 광진구 화양동 31-16,아차산로21길,유료,127.06713,37.546112,화양동
10700,서울특별시 광진구 화양동 32-12,능동로13길,유료,127.067667,37.546541,화양동
10700,서울특별시 광진구 화양동 32-12,능동로13길,유료,127.067745,37.546256,화양동
10700,서울특별시 광진구 화양동 32-12,능동로13길,유료,127.067758,37.546495,화양동
10700,서울특별시 광진구 화양동 32-12,능동로13길,유료,127.068291,37.545672,화양동
10700,서울특별시 광진구 화양동 32-12,능동로13길,유료,127.067745,37.546307,화양동
10700,서울특별시 광진구 화양동 31-25,아차산로23길,유료,127.067936,37.545898,화양동
10700,서울특별시 광진구 화양동 31-25,아차산로23길,유료,127.06792,37.544967,화양동
10700,서울특별시 광진구 화양동 132-27,능동로17길,유료,127.070815,37.546764,화양동
10700,서울특별시 광진구 화양동 132-27,능동로17길,유료,127.070979,37.546727,화양동
10700,서울특별시 광진구 화양동 132-27,능동로17길,유료,127.071029,37.546741,화양동
10700,서울특별시 광진구 화양동 122 화양동주민센터,능동로17길,유료,127.071091,37.546753,화양동
10700,서울특별시 광진구 화양동 122 화양동주민센터,능동로17길,유료,127.071169,37.546755,화양동
10700,서울특별시 광진구 화양동 122 화양동주민센터,능동로17길,유료,127.071244,37.546734,화양동
10700,서울특별시 광진구 화양동 122 화양동주민센터,능동로17길,유료,127.071269,37.546729,화양동
10700,서울특별시 광진구 화양동 122 화양동주민센터,능동로17길,유료,127.071316,37.546751,화양동
10700,서울특별시 광진구 화양동 132-12,능동로17길,유료,127.071445,37.546742,화양동
10700,서울특별시 광진구 화양동 110-40,능동로17길,유료,127.07152,37.546716,화양동
10700,서울특별시 광진구 화양동 122 화양동주민센터,능동로17길,유료,127.071538,37.546646,화양동
10700,서울특별시 광진구 화양동 122 화양동주민센터,능동로17길,유료,127.071498,37.546621,화양동
10700,서울특별시 광진구 화양동 122 화양동주민센터,능동로17길,유료,127.071519,37.546583,화양동
10700,서울특별시 광진구 화양동 122 화양동주민센터,능동로17길,유료,127.071538,37.546491,화양동
10700,서울특별시 광진구 화양동 122 화양동주민센터,능동로17길,유료,127.071556,37.546463,화양동
10700,서울특별시 광진구 화양동 110-11,군자로6길,유료,127.071534,37.546388,화양동
10700,서울특별시 광진구 화양동 110-11,군자로6길,유료,127.07158,37.546308,화양동
10700,서울특별시 광진구 화양동 111-139,능동로17길,유료,127.071817,37.546716,화양동
10700,서울특별시 광진구 화양동 111-139,능동로17길,유료,127.071802,37.54666,화양동
10700,서울특별시 광진구 화양동 111-139,능동로17길,유료,127.07192,37.54666,화양동
10700,서울특별시 광진구 화양동 111-139,능동로17길,유료,127.071997,37.546607,화양동
10700,서울특별시 광진구 화양동 111-139,능동로17길,유료,127.072026,37.546559,화양동
10700,서울특별시 광진구 화양동 111-139,능동로17길,유료,127.072023,37.546501,화양동
10700,서울특별시 광진구 화양동 111-139,능동로17길,유료,127.072122,37.546503,화양동
10700,서울특별시 광진구 화양동 111-136,능동로17길,유료,127.07242,37.546434,화양동
10700,서울특별시 광진구 화양동 60-2,능동로15길,유료,127.071286,37.544999,화양동
10700,서울특별시 광진구 화양동 60-2,능동로15길,유료,127.071466,37.545087,화양동
10700,서울특별시 광진구 화양동 58-13,능동로15길,유료,127.071817,37.545216,화양동
10700,서울특별시 광진구 화양동 58-10,능동로15길,유료,127.071881,37.545184,화양동
10700,서울특별시 광진구 화양동 53-2,능동로15길,유료,127.071984,37.545154,화양동
10700,서울특별시 광진구 화양동 53-2,능동로15길,유료,127.072045,37.545135,화양동
10700,서울특별시 광진구 화양동 1-22,군자로2길,유료,127.072081,37.545046,화양동
10700,서울특별시 광진구 화양동 1-24,군자로2길,유료,127.072002,37.544926,화양동
10700,서울특별시 광진구 화양동 1-26,군자로2길,유료,127.071938,37.544739,화양동
10700,서울특별시 광진구 화양동 1-2,군자로2길,유료,127.071892,37.544639,화양동
10700,서울특별시 광진구 화양동 1-6,군자로2길,유료,127.071855,37.544553,화양동
10700,서울특별시 광진구 화양동 1-6,군자로2길,유료,127.071759,37.544449,화양동
10700,서울특별시 광진구 화양동 51-3,능동로15길,유료,127.072448,37.545009,화양동
10700,서울특별시 광진구 화양동 51-3,능동로15길,유료,127.07251,37.545059,화양동
10700,서울특별시 광진구 화양동 111-121 글방고시원,능동로17길,유료,127.073217,37.54597,화양동
10700,서울특별시 광진구 화양동 31-25,아차산로23길,유료,127.067626,37.545049,화양동
10700,서울특별시 광진구 화양동 49-21,아차산로,유료,127.065173,37.542381,화양동
10700,서울특별시 광진구 화양동 49-21,아차산로,유료,127.065272,37.54235,화양동
10700,서울특별시 광진구 화양동 49-21,아차산로,유료,127.065314,37.542337,화양동
10700,서울특별시 광진구 화양동 49-21,아차산로,유료,127.065355,37.542326,화양동
10700,서울특별시 광진구 화양동 49-21,아차산로,유료,127.065395,37.542295,화양동
10700,서울특별시 광진구 화양동 49-21,아차산로,유료,127.065446,37.542285,화양동
10700,서울특별시 광진구 화양동 49-21,아차산로,유료,127.065476,37.542307,화양동
10700,서울특별시 광진구 화양동 49-21,아차산로,유료,127.065492,37.542258,화양동
10700,서울특별시 광진구 화양동 37-29,아차산로21길,유료,127.06688,37.545227,화양동
10700,서울특별시 광진구 화양동 37-29,아차산로21길,유료,127.066941,37.545239,화양동
10700,서울특별시 광진구 화양동 36-41,동일로24길,유료,127.06736,37.544865,화양동
10700,서울특별시 광진구 화양동 33-47,동일로26길,유료,127.067608,37.545004,화양동
10700,서울특별시 광진구 화양동 33-47,동일로26길,유료,127.067923,37.54492,화양동
10700,서울특별시 광진구 화양동 33-37,동일로26길,유료,127.067933,37.544923,화양동
10700,서울특별시 광진구 화양동 35-66,아차산로27길,유료,127.068918,37.544329,화양동
10700,서울특별시 광진구 화양동 35-2,아차산로27길,유료,127.068759,37.544066,화양동
10700,서울특별시 광진구 화양동 35-2,아차산로27길,유료,127.068698,37.543928,화양동
10700,서울특별시 광진구 화양동 35-27,아차산로27길,유료,127.068403,37.543379,화양동
10700,서울특별시 광진구 화양동 36-84,아차산로25길,유료,127.068124,37.544607,화양동
10700,서울특별시 광진구 화양동 35-53,아차산로25길,유료,127.068102,37.54453,화양동
10700,서울특별시 광진구 화양동 36-16,아차산로25길,유료,127.068099,37.544465,화양동
10700,서울특별시 광진구 화양동 36-72,아차산로25길,유료,127.067955,37.544274,화양동
10700,서울특별시 광진구 화양동 36-72,아차산로25길,유료,127.067857,37.54407,화양동
10700,서울특별시 광진구 화양동 36-72,아차산로25길,유료,127.067851,37.544026,화양동
10700,서울특별시 광진구 화양동 36-72,아차산로25길,유료,127.067823,37.543948,화양동
10700,서울특별시 광진구 화양동 36-72,아차산로25길,유료,127.067765,37.543878,화양동
10700,서울특별시 광진구 화양동 35-21,아차산로25길,유료,127.067694,37.543721,화양동
10700,서울특별시 광진구 화양동 35-23,아차산로25길,유료,127.067661,37.543659,화양동
10700,서울특별시 광진구 화양동 35-22,아차산로25길,유료,127.067639,37.543656,화양동
10700,서울특별시 광진구 화양동 46-17 성진빌딩,아차산로25길,유료,127.067124,37.542714,화양동
10700,서울특별시 광진구 화양동 46-17 성진빌딩,아차산로25길,유료,127.067094,37.542664,화양동
10700,서울특별시 광진구 화양동 45-3 햇님공원 공중화장실,아차산로25길,유료,127.067059,37.542551,화양동
10700,서울특별시 광진구 화양동 45-3 햇님공원 공중화장실,아차산로25길,유료,127.067011,37.542506,화양동
10700,서울특별시 광진구 화양동 37-9,아차산로23길,유료,127.067048,37.544255,화양동
10700,서울특별시 광진구 화양동 37-11,아차산로23길,유료,127.066983,37.544181,화양동
10700,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,유료,127.066316,37.544742,화양동
10700,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,유료,127.066271,37.544627,화양동
10700,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,유료,127.066316,37.544599,화양동
10700,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,유료,127.066288,37.544604,화양동
10700,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,유료,127.066231,37.54453,화양동
10700,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,유료,127.066159,37.544438,화양동
10700,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,유료,127.0661,37.544401,화양동
10700,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,유료,127.066124,37.544329,화양동
10700,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,유료,127.066039,37.544146,화양동
10700,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,유료,127.06607,37.544233,화양동
10700,서울특별시 광진구 화양동 45-15,동일로24길,유료,127.066673,37.543553,화양동
10700,서울특별시 광진구 화양동 44-37,동일로22길,유료,127.065681,37.543075,화양동
10700,서울특별시 광진구 화양동 44-86,아차산로23길,유료,127.066166,37.542577,화양동
10700,서울특별시 광진구 화양동 44-86,아차산로23길,유료,127.06613,37.542563,화양동
10700,서울특별시 광진구 화양동 44-89,아차산로23길,유료,127.065996,37.542303,화양동
10700,서울특별시 광진구 화양동 45-14,아차산로23길,유료,127.066621,37.543414,화양동
10700,서울특별시 광진구 화양동 44-15,아차산로23길,유료,127.06637,37.542983,화양동
10700,서울특별시 광진구 화양동 44-71,아차산로23길,유료,127.06651,37.543187,화양동
10700,서울특별시 광진구 화양동 45-87,아차산로23길,유료,127.066544,37.543293,화양동
10700,서울특별시 광진구 화양동 10-1 한아름건물,능동로13길,유료,127.070206,37.543595,화양동
10700,서울특별시 광진구 화양동 10-1 한아름건물,능동로13길,유료,127.070052,37.543757,화양동
10700,서울특별시 광진구 화양동 10-1 한아름건물,능동로13길,유료,127.070372,37.543423,화양동
10700,서울특별시 광진구 화양동 10-1 한아름건물,능동로13길,유료,127.070244,37.543575,화양동
10700,서울특별시 광진구 화양동 10-1 한아름건물,능동로13길,유료,127.070299,37.543172,화양동
10700,서울특별시 광진구 화양동 10-1 한아름건물,능동로13길,유료,127.070299,37.543172,화양동
10700,서울특별시 광진구 화양동 47-22,아차산로27길,유료,127.068071,37.542704,화양동
10700,서울특별시 광진구 화양동 47-22,아차산로27길,유료,127.068021,37.542628,화양동
10700,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,유료,127.067516,37.541583,화양동
10700,서울특별시 광진구 화양동 8-36 화양공원 공중화장실,아차산로31길,유료,127.069471,37.541517,화양동
10700,서울특별시 광진구 화양동 45-58,아차산로25길,유료,127.067095,37.542521,화양동
10700,서울특별시 광진구 화양동 10-1 한아름건물,능동로13길,유료,127.070372,37.543423,화양동
10700,서울특별시 광진구 화양동 10-7 서울빌라,아차산로31길,유료,127.070126,37.542839,화양동
10700,서울특별시 광진구 화양동 47-22,아차산로27길,유료,127.068021,37.542628,화양동
10700,서울특별시 광진구 화양동 8-36 화양공원 공중화장실,아차산로31길,유료,127.069471,37.541517,화양동
10700,서울특별시 광진구 화양동 47-22,아차산로27길,유료,127.068067,37.542722,화양동
10700,서울특별시 광진구 화양동 10-1 한아름건물,능동로13길,유료,127.070012,37.543817,화양동
10700,서울특별시 광진구 화양동 8-36 화양공원 공중화장실,아차산로31길,유료,127.069571,37.54175,화양동
10700,서울특별시 광진구 화양동 10-1 한아름건물,능동로13길,유료,127.069941,37.543867,화양동
10700,서울특별시 광진구 화양동 8-36 화양공원 공중화장실,아차산로31길,유료,127.069471,37.541517,화양동
10700,서울특별시 광진구 화양동 8-36 화양공원 공중화장실,아차산로31길,유료,127.069571,37.54175,화양동
10700,서울특별시 광진구 화양동 10-1 한아름건물,능동로13길,유료,127.070206,37.543595,화양동
10700,서울특별시 광진구 화양동 10-1 한아름건물,능동로13길,유료,127.070299,37.543172,화양동
10700,서울특별시 광진구 화양동 35-47,아차산로27길,유료,127.06876,37.543979,화양동
10700,서울특별시 광진구 화양동 500-14,광나루로20가길,유료,127.074906,37.545238,화양동
10700,서울특별시 광진구 화양동 500-14,광나루로20가길,유료,127.074578,37.545301,화양동
10700,서울특별시 광진구 화양동 500-14,광나루로20가길,유료,127.074446,37.545333,화양동
10700,서울특별시 광진구 화양동 500-14,광나루로20가길,유료,127.074528,37.545322,화양동
10700,서울특별시 광진구 화양동 500-14,광나루로20가길,유료,127.074375,37.545374,화양동
10700,서울특별시 광진구 화양동 500-14,광나루로20가길,유료,127.074309,37.545381,화양동
10700,서울특별시 광진구 화양동 500-14,광나루로20가길,유료,127.074242,37.545412,화양동
10700,서울특별시 광진구 자양동 226-32,아차산로39길,유료,127.075122,37.538909,화양동
10700,서울특별시 광진구 자양동 226-32,아차산로39길,유료,127.075121,37.538948,화양동
10700,서울특별시 광진구 자양동 226-32,아차산로39길,유료,127.075126,37.539,화양동
10700,서울특별시 광진구 자양동 226-32,아차산로39길,유료,127.075133,37.539047,화양동
10700,서울특별시 광진구 자양동 226-32,아차산로39길,유료,127.075151,37.539111,화양동
10700,서울특별시 광진구 자양동 226-32,아차산로39길,유료,127.075137,37.539153,화양동
10700,서울특별시 광진구 자양동 226-32,아차산로39길,유료,127.075151,37.539216,화양동
10700,서울특별시 광진구 자양동 226-32,아차산로39길,유료,127.075173,37.539253,화양동
10700,서울특별시 광진구 자양동 226-32,아차산로39길,유료,127.075122,37.538909,화양동
10700,서울특별시 광진구 화양동 121-9 더 퍼스트,능동로19길,유료,127.0758,37.5452,화양동
10200,서울특별시 광진구 능동 257-25,천호대로122길,무료,127.087592,37.552029,능동
10200,서울특별시 광진구 능동 257-25,천호대로122길,유료,127.087512,37.551999,능동
10200,서울특별시 광진구 능동 257-25,천호대로122길,무료,127.087252,37.551863,능동
10200,서울특별시 광진구 능동 257-25,천호대로122길,무료,127.087231,37.551871,능동
10200,서울특별시 광진구 능동 243-5,천호대로124길,유료,127.084019,37.55248,능동
10200,서울특별시 광진구 능동 258-12,천호대로124길,무료,127.087153,37.551838,능동
10200,서울특별시 광진구 능동 243-10,천호대로124길,유료,127.083809,37.552574,능동
10200,서울특별시 광진구 능동 243-5,천호대로124길,유료,127.083931,37.552514,능동
10200,서울특별시 광진구 능동 243-5,천호대로124길,유료,127.084072,37.55245,능동
10200,서울특별시 광진구 능동 258-5,천호대로124길,무료,127.086458,37.55158,능동
10200,서울특별시 광진구 능동 258-5,천호대로124길,무료,127.086027,37.55154,능동
10200,서울특별시 광진구 능동 252-19,천호대로124길,유료,127.085698,37.551629,능동
10200,서울특별시 광진구 능동 258-19,천호대로124길,무료,127.086639,37.55163,능동
10200,서울특별시 광진구 능동 257-25,천호대로122길,무료,127.087377,37.551944,능동
10200,서울특별시 광진구 능동 258-19,천호대로124길,무료,127.086731,37.551669,능동
10200,서울특별시 광진구 능동 257-25,천호대로122길,무료,127.087285,37.551907,능동
10200,서울특별시 광진구 능동 251-35,천호대로124길,유료,127.085194,37.551841,능동
10200,서울특별시 광진구 능동 252-33,천호대로124길,유료,127.085568,37.551695,능동
10200,서울특별시 광진구 능동 250-4,능동로32길,유료,127.084781,37.55219,능동
10200,서울특별시 광진구 능동 250-26,천호대로118길,유료,127.084415,37.552303,능동
10200,서울특별시 광진구 능동 250-4,능동로32길,유료,127.084635,37.552216,능동
10200,서울특별시 광진구 능동 250-4,능동로32길,유료,127.084822,37.552081,능동
10200,서울특별시 광진구 능동 251-36,천호대로124길,유료,127.085007,37.551926,능동
10200,서울특별시 광진구 능동 251-4,천호대로124길,유료,127.085367,37.551774,능동
10200,서울특별시 광진구 능동 251-4,천호대로124길,유료,127.085388,37.55174,능동
10200,서울특별시 광진구 능동 252-33,천호대로124길,유료,127.085629,37.551684,능동
10200,서울특별시 광진구 능동 252-19,천호대로124길,유료,127.085908,37.551548,능동
10200,서울특별시 광진구 능동 252-17,천호대로124길,유료,127.085977,37.551527,능동
10200,서울특별시 광진구 능동 252-25,천호대로124길,유료,127.085807,37.551588,능동
10200,서울특별시 광진구 능동 252-25,천호대로124길,유료,127.085716,37.551623,능동
10200,서울특별시 광진구 능동 252-25,천호대로124길,유료,127.08573,37.551636,능동
10200,서울특별시 광진구 능동 252-25,천호대로124길,유료,127.085753,37.551649,능동
10200,서울특별시 광진구 능동 251-4,천호대로124길,유료,127.085582,37.551718,능동
10200,서울특별시 광진구 능동 251-4,천호대로124길,유료,127.085598,37.551714,능동
10200,서울특별시 광진구 능동 251-35,천호대로124길,유료,127.08522,37.551833,능동
10200,서울특별시 광진구 능동 251-36,천호대로124길,유료,127.085021,37.551923,능동
10200,서울특별시 광진구 능동 251-36,천호대로124길,유료,127.085065,37.55191,능동
10200,서울특별시 광진구 능동 251-36,천호대로124길,유료,127.085104,37.551894,능동
10200,서울특별시 광진구 능동 251-36,천호대로124길,유료,127.085158,37.551874,능동
10200,서울특별시 광진구 능동 250-4,능동로32길,유료,127.0847,37.552198,능동
10200,서울특별시 광진구 능동 250-26,천호대로118길,유료,127.084467,37.552292,능동
